	userId	Reputation	Views	UpVotes	DownVotes	postId	Score	ViewCount	CommentCount	Outlier
11758	2040	790	428	262	12	20034	1	646	4	DownVotes
11759	2040	790	428	262	12	21340	4	2512	0	DownVotes
11763	2040	790	428	262	12	22407	11	394	4	DownVotes
11765	2040	790	428	262	12	24655	1	64	0	DownVotes
11766	2040	790	428	262	12	24766	2	214	1	DownVotes
11767	2040	790	428	262	12	25324	3	274	0	DownVotes
11768	2040	790	428	262	12	25623	2	710	0	DownVotes
11769	2040	790	428	262	12	25712	0	252	2	DownVotes
11770	2040	790	428	262	12	25789	4	939	2	DownVotes
11771	2040	790	428	262	12	26236	0	120	2	DownVotes
11772	2040	790	428	262	12	26624	3	154	1	DownVotes
11773	2040	790	428	262	12	26722	8	5365	4	DownVotes
11777	2040	790	428	262	12	30281	2	690	0	DownVotes
11778	2040	790	428	262	12	31357	2	271	1	DownVotes
11779	2040	790	428	262	12	32261	5	285	0	DownVotes
11780	2040	790	428	262	12	32415	5	1060	0	DownVotes
11781	2040	790	428	262	12	32575	1	369	0	DownVotes
11782	2040	790	428	262	12	32581	2	675	1	DownVotes
11783	2040	790	428	262	12	32634	6	3024	2	DownVotes
11784	2040	790	428	262	12	33366	1	340	0	DownVotes
11785	2040	790	428	262	12	33785	2	275	3	DownVotes
11786	2040	790	428	262	12	35018	2	542	0	DownVotes
11787	2040	790	428	262	12	35918	3	433	0	DownVotes
11788	2040	790	428	262	12	35940	12	2695	8	DownVotes
11789	2040	790	428	262	12	36022	1	271	1	DownVotes
11790	2040	790	428	262	12	36137	1	572	0	DownVotes
11791	2040	790	428	262	12	37773	2	194	2	DownVotes
11792	2040	790	428	262	12	37776	4	1422	5	DownVotes
11793	2040	790	428	262	12	38405	2	145	0	DownVotes
11795	2040	790	428	262	12	40485	0	287	0	DownVotes
11796	2040	790	428	262	12	41071	2	173	0	DownVotes
11798	2040	790	428	262	12	41511	1	66	0	DownVotes
11801	2040	790	428	262	12	41563	3	956	0	DownVotes
11802	2040	790	428	262	12	43991	0	95	0	DownVotes
11804	2040	790	428	262	12	44655	3	626	0	DownVotes
11805	2040	790	428	262	12	45188	3	330	2	DownVotes
11807	2040	790	428	262	12	46507	3	176	2	DownVotes
11808	2040	790	428	262	12	46934	1	162	0	DownVotes
11809	2040	790	428	262	12	47177	0	72	0	DownVotes
11811	2040	790	428	262	12	47707	3	334	2	DownVotes
11812	2040	790	428	262	12	47860	0	116	0	DownVotes
11914	2111	915	44	71	7	4851	3	187	2	DownVotes
11915	2111	915	44	71	7	5016	2	288	4	DownVotes
11916	2111	915	44	71	7	7763	3	131	0	DownVotes
11927	2111	915	44	71	7	25885	2	49	1	DownVotes
11936	2116	18088	3899	3274	43	5207	9	684	2	DownVotes
11937	2116	18088	3899	3274	43	5213	6	246	0	DownVotes
12113	2116	18088	3899	3274	43	11368	14	1470	0	DownVotes
12149	2116	18088	3899	3274	43	14752	13	564	5	DownVotes
12165	2116	18088	3899	3274	43	17106	6	183	0	DownVotes
12192	2116	18088	3899	3274	43	24562	21	1487	3	DownVotes
12202	2116	18088	3899	3274	43	28439	2	55	2	DownVotes
12217	2116	18088	3899	3274	43	37729	13	721	5	DownVotes
12295	2129	3375	276	92	5	17435	1	127	0	DownVotes
12388	2164	922	185	65	1	4972	5	551	10	DownVotes
12389	2164	922	185	65	1	4987	3	1083	5	DownVotes
12390	2164	922	185	65	1	5058	2	590	5	DownVotes
12391	2164	922	185	65	1	6706	4	2695	0	DownVotes
12392	2164	922	185	65	1	6715	7	127	5	DownVotes
12393	2164	922	185	65	1	6728	18	4716	0	DownVotes
12394	2164	922	185	65	1	7996	4	145	3	DownVotes
12395	2164	922	185	65	1	8340	1	616	2	DownVotes
12396	2164	922	185	65	1	9917	3	221	0	DownVotes
12397	2164	922	185	65	1	9981	4	570	2	DownVotes
12398	2164	922	185	65	1	11815	2	224	1	DownVotes
12399	2164	922	185	65	1	12020	0	98	2	DownVotes
12400	2164	922	185	65	1	12703	0	221	5	DownVotes
12401	2164	922	185	65	1	12819	5	1168	3	DownVotes
12402	2164	922	185	65	1	12853	8	742	1	DownVotes
12403	2164	922	185	65	1	12922	4	814	1	DownVotes
12405	2164	922	185	65	1	12968	8	477	5	DownVotes
12406	2164	922	185	65	1	13058	2	158	0	DownVotes
12407	2164	922	185	65	1	13399	9	21177	1	DownVotes
12408	2164	922	185	65	1	13487	4	1026	0	DownVotes
12409	2164	922	185	65	1	13961	2	688	19	DownVotes
12410	2164	922	185	65	1	14127	5	1908	0	DownVotes
12411	2164	922	185	65	1	14210	38	5857	5	DownVotes
12412	2164	922	185	65	1	14381	2	1730	4	DownVotes
12413	2164	922	185	65	1	14683	1	62	0	DownVotes
12414	2164	922	185	65	1	14689	3	670	4	DownVotes
12415	2164	922	185	65	1	16437	4	235	5	DownVotes
12417	2164	922	185	65	1	17618	6	619	1	DownVotes
12418	2164	922	185	65	1	22209	5	2411	2	DownVotes
12419	2164	922	185	65	1	24778	2	94	0	DownVotes
12420	2164	922	185	65	1	24779	1	457	2	DownVotes
12421	2164	922	185	65	1	25334	0	122	2	DownVotes
12422	2164	922	185	65	1	25451	3	403	3	DownVotes
12423	2164	922	185	65	1	26110	0	1296	1	DownVotes
12424	2164	922	185	65	1	37752	0	75	5	DownVotes
12425	2164	922	185	65	1	43251	1	120	1	DownVotes
12426	2164	922	185	65	1	44825	6	168	0	DownVotes
12427	2164	922	185	65	1	47885	5	362	8	DownVotes
12428	2164	922	185	65	1	48052	2	311	4	DownVotes
12488	2252	457	34	83	1	10608	5	774	6	DownVotes
12489	2252	457	34	83	1	10787	11	4853	1	DownVotes
12490	2252	457	34	83	1	11054	4	811	8	DownVotes
12491	2252	457	34	83	1	12425	15	4156	2	DownVotes
12492	2252	457	34	83	1	25191	2	714	0	DownVotes
12493	2252	457	34	83	1	26906	3	169	2	DownVotes
12494	2252	457	34	83	1	45050	23	3040	3	DownVotes
12516	2310	3016	2342	220	2	5299	1	716	3	DownVotes
12518	2310	3016	2342	220	2	5457	11	2156	3	DownVotes
12519	2310	3016	2342	220	2	6154	1	449	2	DownVotes
12520	2310	3016	2342	220	2	6550	3	370	0	DownVotes
12521	2310	3016	2342	220	2	6755	5	1129	0	DownVotes
12523	2310	3016	2342	220	2	6870	5	1198	1	DownVotes
12529	2310	3016	2342	220	2	10276	3	393	0	DownVotes
12533	2310	3016	2342	220	2	10807	5	1810	0	DownVotes
12534	2310	3016	2342	220	2	11009	37	14332	4	DownVotes
12537	2310	3016	2342	220	2	11437	5	1589	0	DownVotes
12539	2310	3016	2342	220	2	12195	0	106	0	DownVotes
12540	2310	3016	2342	220	2	12344	4	193	0	DownVotes
12542	2310	3016	2342	220	2	13693	1	106	6	DownVotes
12546	2310	3016	2342	220	2	15279	4	487	0	DownVotes
12550	2310	3016	2342	220	2	16089	4	511	0	DownVotes
12551	2310	3016	2342	220	2	16185	2	754	1	DownVotes
12553	2310	3016	2342	220	2	16513	2	1039	0	DownVotes
12555	2310	3016	2342	220	2	18279	5	126	2	DownVotes
12560	2310	3016	2342	220	2	20001	3	858	2	DownVotes
12564	2310	3016	2342	220	2	22940	3	522	0	DownVotes
12573	2310	3016	2342	220	2	28316	3	1758	1	DownVotes
12574	2310	3016	2342	220	2	29863	2	74	1	DownVotes
12576	2310	3016	2342	220	2	30565	5	458	3	DownVotes
12579	2310	3016	2342	220	2	32208	1	684	3	DownVotes
12580	2310	3016	2342	220	2	32257	1	341	5	DownVotes
12581	2310	3016	2342	220	2	32432	3	150	2	DownVotes
12582	2310	3016	2342	220	2	35256	9	402	5	DownVotes
12591	2310	3016	2342	220	2	48072	10	896	6	DownVotes
12668	2392	11860	2359	883	7	6366	5	305	2	DownVotes
12686	2392	11860	2359	883	7	6601	29	2897	6	DownVotes
12708	2392	11860	2359	883	7	7330	3	242	4	DownVotes
12711	2392	11860	2359	883	7	7644	9	357	4	DownVotes
12747	2392	11860	2359	883	7	8823	11	583	4	DownVotes
12767	2392	11860	2359	883	7	9542	15	2578	4	DownVotes
12861	2392	11860	2359	883	7	18877	3	206	0	DownVotes
12955	2425	1230	238	51	3	6746	10	409	5	DownVotes
12956	2425	1230	238	51	3	6747	3	333	0	DownVotes
12960	2425	1230	238	51	3	6874	9	1298	0	DownVotes
12964	2425	1230	238	51	3	9001	15	3536	2	DownVotes
12966	2425	1230	238	51	3	9794	5	183	0	DownVotes
12969	2425	1230	238	51	3	17932	8	1159	1	DownVotes
12973	2425	1230	238	51	3	31621	4	691	0	DownVotes
12975	2425	1230	238	51	3	32542	5	786	0	DownVotes
12976	2425	1230	238	51	3	33553	5	858	4	DownVotes
12977	2425	1230	238	51	3	34188	3	196	0	DownVotes
12978	2425	1230	238	51	3	35255	1	946	8	DownVotes
13018	2485	2012	216	458	17	5698	1	456	0	DownVotes
13020	2485	2012	216	458	17	6047	14	277	7	DownVotes
13023	2485	2012	216	458	17	7020	7	655	6	DownVotes
13026	2485	2012	216	458	17	9275	1	680	9	DownVotes
13027	2485	2012	216	458	17	11907	2	284	4	DownVotes
13028	2485	2012	216	458	17	12187	6	1478	0	DownVotes
13030	2485	2012	216	458	17	13303	4	152	0	DownVotes
13033	2485	2012	216	458	17	15616	1	350	1	DownVotes
13037	2485	2012	216	458	17	20010	27	925	1	DownVotes
13042	2485	2012	216	458	17	21851	4	345	2	DownVotes
13043	2485	2012	216	458	17	23411	4	36	0	DownVotes
13045	2485	2012	216	458	17	23502	9	246	4	DownVotes
13046	2485	2012	216	458	17	25482	8	447	0	DownVotes
13047	2485	2012	216	458	17	26764	1	3555	7	DownVotes
13057	2485	2012	216	458	17	38422	1	62	2	DownVotes
13061	2488	327	49	14	1	5700	8	2286	1	DownVotes
13179	2617	156	18	0	1	5903	11	2442	0	DownVotes
13182	2617	156	18	0	1	13687	7	556	0	DownVotes
13183	2617	156	18	0	1	14877	2	1219	3	DownVotes
13186	2617	156	18	0	1	29200	3	665	4	DownVotes
13199	2635	393	75	38	1	6975	3	136	3	DownVotes
13200	2635	393	75	38	1	7175	9	2305	2	DownVotes
13201	2635	393	75	38	1	7250	6	4159	2	DownVotes
13206	2635	393	75	38	1	8729	4	719	7	DownVotes
13207	2635	393	75	38	1	9009	9	325	6	DownVotes
13208	2635	393	75	38	1	14108	9	1685	1	DownVotes
13210	2635	393	75	38	1	14431	4	276	2	DownVotes
13212	2635	393	75	38	1	20848	6	294	7	DownVotes
13213	2635	393	75	38	1	24267	0	414	7	DownVotes
13214	2635	393	75	38	1	26863	3	2549	0	DownVotes
13307	2660	485	113	54	2	8882	4	514	1	DownVotes
13309	2660	485	113	54	2	18542	5	1009	15	DownVotes
13312	2660	485	113	54	2	22491	4	740	0	DownVotes
13313	2660	485	113	54	2	22554	1	719	0	DownVotes
13315	2660	485	113	54	2	23120	1	287	2	DownVotes
13316	2660	485	113	54	2	23702	2	313	4	DownVotes
13317	2660	485	113	54	2	25880	0	124	0	DownVotes
13318	2660	485	113	54	2	32195	2	109	4	DownVotes
13337	2669	6078	776	1146	351	6498	14	3056	0	DownVotes
13340	2669	6078	776	1146	351	6707	3	539	0	DownVotes
13348	2669	6078	776	1146	351	7134	25	551	4	DownVotes
13386	2669	6078	776	1146	351	10945	7	157	0	DownVotes
13435	2669	6078	776	1146	351	16001	1	1148	0	DownVotes
13468	2669	6078	776	1146	351	18884	3	372	2	DownVotes
13510	2669	6078	776	1146	351	24067	5	526	0	DownVotes
13529	2669	6078	776	1146	351	28180	5	482	4	DownVotes
13534	2669	6078	776	1146	351	29469	6	942	0	DownVotes
13565	2669	6078	776	1146	351	43194	3	393	0	DownVotes
13575	2669	6078	776	1146	351	46455	3	181	0	DownVotes
13724	2750	821	101	187	3	6554	5	177	1	DownVotes
13725	2750	821	101	187	3	6588	7	483	0	DownVotes
13726	2750	821	101	187	3	7004	9	4077	1	DownVotes
13728	2750	821	101	187	3	8583	8	2873	0	DownVotes
13729	2750	821	101	187	3	8586	7	308	8	DownVotes
13730	2750	821	101	187	3	10003	10	234	4	DownVotes
13731	2750	821	101	187	3	13306	3	1425	2	DownVotes
13732	2750	821	101	187	3	13528	1	371	0	DownVotes
13733	2750	821	101	187	3	14660	0	94	4	DownVotes
13734	2750	821	101	187	3	18426	2	162	0	DownVotes
13735	2750	821	101	187	3	19127	3	170	5	DownVotes
13737	2750	821	101	187	3	29902	0	368	3	DownVotes
13738	2750	821	101	187	3	29905	9	703	6	DownVotes
13739	2750	821	101	187	3	30771	5	211	1	DownVotes
13740	2750	821	101	187	3	30825	8	2586	4	DownVotes
13741	2750	821	101	187	3	31177	8	8692	0	DownVotes
13743	2750	821	101	187	3	31400	3	1349	7	DownVotes
13744	2750	821	101	187	3	32255	3	101	8	DownVotes
13745	2750	821	101	187	3	33013	12	4688	0	DownVotes
13746	2750	821	101	187	3	33519	1	73	6	DownVotes
13747	2750	821	101	187	3	33808	4	1031	4	DownVotes
13774	2775	2430	155	156	2	6287	3	545	0	DownVotes
13784	2775	2430	155	156	2	7036	4	1249	0	DownVotes
13821	2775	2430	155	156	2	11322	6	464	6	DownVotes
13834	2775	2430	155	156	2	41622	2	361	0	DownVotes
13845	2795	185	43	93	1	31204	8	1215	0	DownVotes
13846	2795	185	43	93	1	32616	4	155	5	DownVotes
13849	2798	1942	189	366	2	6599	8	936	1	DownVotes
13850	2798	1942	189	366	2	6809	9	1286	2	DownVotes
13851	2798	1942	189	366	2	7207	24	4214	1	DownVotes
13852	2798	1942	189	366	2	7407	3	151	0	DownVotes
13853	2798	1942	189	366	2	7718	4	921	0	DownVotes
13854	2798	1942	189	366	2	9959	6	1486	0	DownVotes
13855	2798	1942	189	366	2	10277	6	220	0	DownVotes
13856	2798	1942	189	366	2	11602	32	4554	0	DownVotes
13857	2798	1942	189	366	2	12687	11	865	0	DownVotes
13858	2798	1942	189	366	2	13389	13	1976	1	DownVotes
13859	2798	1942	189	366	2	13597	13	749	0	DownVotes
13860	2798	1942	189	366	2	14474	23	1879	0	DownVotes
13861	2798	1942	189	366	2	14516	4	3072	4	DownVotes
13863	2798	1942	189	366	2	15042	5	384	5	DownVotes
13864	2798	1942	189	366	2	24961	8	1969	0	DownVotes
13865	2798	1942	189	366	2	26467	15	409	5	DownVotes
13866	2798	1942	189	366	2	41516	4	129	0	DownVotes
13867	2798	1942	189	366	2	41873	2	685	0	DownVotes
13868	2798	1942	189	366	2	45525	1	201	0	DownVotes
13869	2798	1942	189	366	2	45603	4	174	9	DownVotes
13870	2798	1942	189	366	2	45778	2	216	8	DownVotes
13871	2798	1942	189	366	2	47253	2	764	0	DownVotes
13872	2798	1942	189	366	2	47693	2	70	0	DownVotes
13892	2817	9604	1244	1437	8	6329	6	1734	0	DownVotes
13893	2817	9604	1244	1437	8	6330	11	6101	0	DownVotes
13898	2817	9604	1244	1437	8	6469	9	3110	0	DownVotes
13900	2817	9604	1244	1437	8	6544	7	2420	0	DownVotes
13902	2817	9604	1244	1437	8	6702	7	1577	2	DownVotes
13903	2817	9604	1244	1437	8	6758	6	2638	3	DownVotes
13906	2817	9604	1244	1437	8	6967	2	452	5	DownVotes
13907	2817	9604	1244	1437	8	7344	5	3407	2	DownVotes
13911	2817	9604	1244	1437	8	7894	5	431	3	DownVotes
13913	2817	9604	1244	1437	8	8696	7	985	0	DownVotes
13914	2817	9604	1244	1437	8	8807	14	2982	3	DownVotes
13918	2817	9604	1244	1437	8	9064	5	564	0	DownVotes
13928	2817	9604	1244	1437	8	10425	13	795	2	DownVotes
13938	2817	9604	1244	1437	8	10676	4	2739	0	DownVotes
13941	2817	9604	1244	1437	8	11142	18	1362	1	DownVotes
13947	2817	9604	1244	1437	8	11450	9	607	1	DownVotes
13952	2817	9604	1244	1437	8	12670	44	6933	5	DownVotes
13960	2817	9604	1244	1437	8	13194	13	515	0	DownVotes
13969	2817	9604	1244	1437	8	14045	1	981	0	DownVotes
13973	2817	9604	1244	1437	8	14205	0	176	6	DownVotes
13988	2817	9604	1244	1437	8	15398	1	292	1	DownVotes
13994	2817	9604	1244	1437	8	16597	5	929	5	DownVotes
13995	2817	9604	1244	1437	8	16672	0	375	2	DownVotes
14000	2817	9604	1244	1437	8	17371	13	8285	0	DownVotes
14002	2817	9604	1244	1437	8	17920	26	1832	3	DownVotes
14007	2817	9604	1244	1437	8	18362	2	833	0	DownVotes
14008	2817	9604	1244	1437	8	18376	2	108	0	DownVotes
14010	2817	9604	1244	1437	8	18605	2	127	1	DownVotes
14031	2817	9604	1244	1437	8	19620	5	1725	0	DownVotes
14032	2817	9604	1244	1437	8	19706	1	618	1	DownVotes
14040	2817	9604	1244	1437	8	20586	3	1091	0	DownVotes
14047	2817	9604	1244	1437	8	21343	9	1804	2	DownVotes
14050	2817	9604	1244	1437	8	21519	3	342	1	DownVotes
14061	2817	9604	1244	1437	8	24325	3	2040	0	DownVotes
14068	2817	9604	1244	1437	8	27361	7	2571	0	DownVotes
14069	2817	9604	1244	1437	8	28102	1	1061	0	DownVotes
14071	2817	9604	1244	1437	8	28620	3	2044	5	DownVotes
14075	2817	9604	1244	1437	8	32641	1	399	11	DownVotes
14079	2817	9604	1244	1437	8	35185	14	3365	7	DownVotes
14080	2817	9604	1244	1437	8	35209	13	503	1	DownVotes
14081	2817	9604	1244	1437	8	35694	3	827	0	DownVotes
14090	2817	9604	1244	1437	8	41771	22	7257	3	DownVotes
14096	2817	9604	1244	1437	8	44820	3	434	0	DownVotes
14137	2833	281	25	8	2	6364	6	5988	5	DownVotes
14167	2860	3359	467	134	7	6433	2	386	2	DownVotes
14168	2860	3359	467	134	7	7164	4	180	1	DownVotes
14169	2860	3359	467	134	7	7200	10	1622	0	DownVotes
14172	2860	3359	467	134	7	7440	7	7274	4	DownVotes
14193	2860	3359	467	134	7	10889	2	44	0	DownVotes
14225	2860	3359	467	134	7	27410	0	224	2	DownVotes
14226	2860	3359	467	134	7	28057	4	301	0	DownVotes
14227	2860	3359	467	134	7	28101	1	185	0	DownVotes
14284	2898	1102	105	60	2	24285	2	141	3	DownVotes
14339	2921	1177	153	804	48	6560	6	171	0	DownVotes
14340	2921	1177	153	804	48	13326	5	2537	1	DownVotes
14342	2921	1177	153	804	48	16632	2	1043	4	DownVotes
14350	2921	1177	153	804	48	18496	4	578	0	DownVotes
14356	2921	1177	153	804	48	22620	7	1438	0	DownVotes
14357	2921	1177	153	804	48	22627	4	868	8	DownVotes
14359	2921	1177	153	804	48	22699	0	731	4	DownVotes
14364	2921	1177	153	804	48	26054	1	148	1	DownVotes
14367	2921	1177	153	804	48	26833	4	331	2	DownVotes
14378	2921	1177	153	804	48	42992	2	39	1	DownVotes
14379	2921	1177	153	804	48	43685	7	293	3	DownVotes
14453	2958	10470	655	210	6	9071	11	780	0	DownVotes
14651	2965	420	33	33	2	11764	20	1713	0	DownVotes
14757	2981	1091	84	915	1	18595	16	5011	2	DownVotes
14792	3014	345	126	34	1	6807	11	537	0	DownVotes
14795	3014	345	126	34	1	7022	2	1026	6	DownVotes
14796	3014	345	126	34	1	7084	2	1230	5	DownVotes
14798	3014	345	126	34	1	8251	8	1213	4	DownVotes
14799	3014	345	126	34	1	8528	4	1223	5	DownVotes
14801	3014	345	126	34	1	9266	2	155	8	DownVotes
14803	3014	345	126	34	1	22438	0	60	3	DownVotes
14804	3014	345	126	34	1	40680	5	507	6	DownVotes
14806	3019	8045	500	228	57	6840	5	1260	0	DownVotes
14807	3019	8045	500	228	57	6907	18	2152	2	DownVotes
14808	3019	8045	500	228	57	6954	5	566	0	DownVotes
14809	3019	8045	500	228	57	7090	2	168	4	DownVotes
14810	3019	8045	500	228	57	7153	1	132	4	DownVotes
14813	3019	8045	500	228	57	7485	1	187	8	DownVotes
14814	3019	8045	500	228	57	7653	4	195	1	DownVotes
14815	3019	8045	500	228	57	7780	11	811	0	DownVotes
14816	3019	8045	500	228	57	8114	6	1306	0	DownVotes
14821	3019	8045	500	228	57	8515	5	898	0	DownVotes
14823	3019	8045	500	228	57	8754	16	1590	1	DownVotes
14830	3019	8045	500	228	57	9859	12	719	4	DownVotes
14832	3019	8045	500	228	57	10388	4	1673	4	DownVotes
14836	3019	8045	500	228	57	11968	5	240	1	DownVotes
14843	3019	8045	500	228	57	14256	2	155	0	DownVotes
14845	3019	8045	500	228	57	15502	3	209	4	DownVotes
14850	3019	8045	500	228	57	17811	4	989	0	DownVotes
14867	3019	8045	500	228	57	24614	3	691	0	DownVotes
14873	3019	8045	500	228	57	30689	11	1204	7	DownVotes
14958	3058	1123	117	124	1	10444	13	5704	1	DownVotes
14973	3058	1123	117	124	1	12355	5	797	0	DownVotes
14997	3077	357	73	58	1	20021	-1	448	6	DownVotes
14998	3077	357	73	58	1	20022	1	1327	1	DownVotes
14999	3077	357	73	58	1	32140	4	132	0	DownVotes
15000	3077	357	73	58	1	32176	3	310	3	DownVotes
15001	3077	357	73	58	1	32216	5	128	4	DownVotes
15002	3077	357	73	58	1	32221	2	4949	3	DownVotes
15003	3077	357	73	58	1	43837	3	86	0	DownVotes
15080	3140	259	69	31	2	7439	18	12299	4	DownVotes
15081	3140	259	69	31	2	12107	2	2374	0	DownVotes
15083	3140	259	69	31	2	27624	0	708	5	DownVotes
15084	3140	259	69	31	2	31004	2	271	0	DownVotes
15134	3262	2090	202	42	7	7261	14	8861	1	DownVotes
15135	3262	2090	202	42	7	10211	10	1081	6	DownVotes
15136	3262	2090	202	42	7	13340	12	2172	0	DownVotes
15137	3262	2090	202	42	7	15565	14	5274	3	DownVotes
15138	3262	2090	202	42	7	16118	5	118	2	DownVotes
15139	3262	2090	202	42	7	25392	4	1356	2	DownVotes
15140	3262	2090	202	42	7	25734	3	847	0	DownVotes
15141	3262	2090	202	42	7	26557	2	293	0	DownVotes
15143	3262	2090	202	42	7	29422	4	538	2	DownVotes
15145	3262	2090	202	42	7	32484	9	2562	3	DownVotes
15146	3262	2090	202	42	7	32770	7	4027	6	DownVotes
15148	3262	2090	202	42	7	33638	3	174	0	DownVotes
15149	3262	2090	202	42	7	33815	2	107	0	DownVotes
15150	3262	2090	202	42	7	33888	14	7167	5	DownVotes
15197	3277	13898	2866	869	12	7307	9	5287	3	DownVotes
15198	3277	13898	2866	869	12	8260	3	252	1	DownVotes
15212	3277	13898	2866	869	12	12861	6	447	0	DownVotes
15220	3277	13898	2866	869	12	13936	8	2380	0	DownVotes
15278	3277	13898	2866	869	12	18281	3	343	2	DownVotes
15298	3277	13898	2866	869	12	20108	5	502	6	DownVotes
15375	3277	13898	2866	869	12	40933	5	259	1	DownVotes
15500	3331	1068	67	30	1	12725	1	686	3	DownVotes
15556	3362	135	5	21	2	8716	3	213	0	DownVotes
15582	3376	929	86	41	2	7531	3	685	3	DownVotes
15583	3376	929	86	41	2	7899	8	1958	0	DownVotes
15584	3376	929	86	41	2	8137	7	5439	7	DownVotes
15585	3376	929	86	41	2	8150	3	164	3	DownVotes
15586	3376	929	86	41	2	8225	66	88129	6	DownVotes
15590	3376	929	86	41	2	14480	3	987	0	DownVotes
15591	3376	929	86	41	2	14620	4	2104	4	DownVotes
15593	3376	929	86	41	2	15064	0	883	2	DownVotes
15594	3376	929	86	41	2	24993	2	1651	1	DownVotes
15595	3376	929	86	41	2	29719	18	8008	0	DownVotes
15990	3454	457	75	66	3	9175	1	295	4	DownVotes
15992	3454	457	75	66	3	10191	4	435	0	DownVotes
15999	3454	457	75	66	3	14534	4	348	3	DownVotes
16033	3484	244	35	7	2	7768	9	460	1	DownVotes
16034	3484	244	35	7	2	8266	3	864	2	DownVotes
16035	3484	244	35	7	2	8276	3	255	0	DownVotes
16039	3484	244	35	7	2	8909	5	396	0	DownVotes
16041	3485	195	77	23	1	7742	7	475	9	DownVotes
16046	3485	195	77	23	1	11745	3	298	0	DownVotes
16047	3485	195	77	23	1	15691	0	71	1	DownVotes
16048	3485	195	77	23	1	31266	5	255	4	DownVotes
16050	3488	1463	221	427	4	9085	17	1671	8	DownVotes
16053	3488	1463	221	427	4	13999	9	697	0	DownVotes
16056	3488	1463	221	427	4	22690	2	221	2	DownVotes
16057	3488	1463	221	427	4	26073	11	271	1	DownVotes
16059	3488	1463	221	427	4	27662	36	2245	2	DownVotes
16060	3488	1463	221	427	4	27736	7	3823	5	DownVotes
16063	3488	1463	221	427	4	28776	1	315	3	DownVotes
16064	3488	1463	221	427	4	31977	5	368	3	DownVotes
16120	3525	909	75	39	6	7836	9	1286	2	DownVotes
16121	3525	909	75	39	6	7955	1	193	2	DownVotes
16122	3525	909	75	39	6	8133	2	522	5	DownVotes
16123	3525	909	75	39	6	12842	20	8559	3	DownVotes
16124	3525	909	75	39	6	23789	7	1781	0	DownVotes
16125	3525	909	75	39	6	25791	3	837	0	DownVotes
16126	3525	909	75	39	6	29006	4	2371	0	DownVotes
16127	3525	909	75	39	6	29155	1	2097	1	DownVotes
16128	3525	909	75	39	6	30569	7	3066	0	DownVotes
16129	3525	909	75	39	6	30588	14	9231	6	DownVotes
16130	3525	909	75	39	6	30655	4	465	2	DownVotes
16131	3525	909	75	39	6	30670	2	970	3	DownVotes
16132	3525	909	75	39	6	30754	6	350	5	DownVotes
16133	3525	909	75	39	6	32635	3	359	0	DownVotes
16134	3525	909	75	39	6	36027	46	10876	1	DownVotes
16135	3525	909	75	39	6	36029	2	208	2	DownVotes
16136	3525	909	75	39	6	36113	17	1002	1	DownVotes
16137	3525	909	75	39	6	41314	2	213	2	DownVotes
16138	3525	909	75	39	6	44972	6	430	0	DownVotes
16172	3567	2951	309	88	4	8201	5	92	7	DownVotes
16175	3567	2951	309	88	4	8299	4	78	0	DownVotes
16181	3567	2951	309	88	4	9357	16	5788	0	DownVotes
16189	3567	2951	309	88	4	9926	9	345	6	DownVotes
16201	3567	2951	309	88	4	11329	7	174	3	DownVotes
16203	3567	2951	309	88	4	11444	3	206	3	DownVotes
16205	3567	2951	309	88	4	11596	4	508	1	DownVotes
16207	3567	2951	309	88	4	11773	3	130	0	DownVotes
16210	3567	2951	309	88	4	13118	5	442	0	DownVotes
16212	3567	2951	309	88	4	13204	2	84	3	DownVotes
16215	3567	2951	309	88	4	13368	3	287	1	DownVotes
16218	3567	2951	309	88	4	14380	7	301	0	DownVotes
16220	3567	2951	309	88	4	17416	1	602	0	DownVotes
16223	3567	2951	309	88	4	25552	3	93	3	DownVotes
16225	3572	494	133	56	2	7925	11	875	3	DownVotes
16227	3572	494	133	56	2	8401	8	672	9	DownVotes
16228	3572	494	133	56	2	8606	2	228	5	DownVotes
16229	3572	494	133	56	2	12759	4	728	0	DownVotes
16231	3572	494	133	56	2	12953	5	2302	2	DownVotes
16232	3572	494	133	56	2	13342	5	925	4	DownVotes
16233	3572	494	133	56	2	14143	4	761	0	DownVotes
16234	3572	494	133	56	2	16883	3	583	0	DownVotes
16239	3572	494	133	56	2	24810	3	465	0	DownVotes
16240	3572	494	133	56	2	24995	9	443	0	DownVotes
16241	3572	494	133	56	2	28633	2	232	4	DownVotes
16242	3572	494	133	56	2	32750	3	104	4	DownVotes
16243	3572	494	133	56	2	38436	3	390	7	DownVotes
16264	3582	701	57	44	2	8239	7	427	5	DownVotes
16266	3582	701	57	44	2	8371	5	649	6	DownVotes
16267	3582	701	57	44	2	8590	10	6014	0	DownVotes
16272	3582	701	57	44	2	11547	2	279	0	DownVotes
16274	3582	701	57	44	2	12466	13	4850	1	DownVotes
16275	3582	701	57	44	2	22805	17	4442	8	DownVotes
16415	3640	549	68	135	2	31053	17	893	1	DownVotes
16476	3700	373	39	31	2	8291	3	1165	2	DownVotes
16478	3700	373	39	31	2	9202	26	1601	1	DownVotes
16479	3700	373	39	31	2	11438	2	425	0	DownVotes
16480	3700	373	39	31	2	11754	5	274	2	DownVotes
16481	3700	373	39	31	2	14586	5	154	0	DownVotes
